,LotFrontage,LotArea,LotShape,LotConfig,Neighborhood,Condition1,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtHeight,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,HeatingQC,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,Fence,MoSold,YrSold,SalePrice
667,65.0,8125,Reg,Inside,SawyerW,Norm,1Story,6,5,1994,1998,HdBoard,HdBoard,BrkFace,258.0,TA,TA,PConc,Gd,No,GLQ,1138,270,1408,Ex,1679,0,1679,1,0,2,0,3,1,Gd,7,1,Fa,Attchd,1994.0,RFn,2,575,TA,Y,224,42,NF,10,2008,193500
668,0.0,14175,Reg,Corner,Sawyer,Norm,1Story,5,6,1956,1987,CemntBd,Wd Sdng,None,0.0,TA,TA,CBlock,TA,No,Rec,988,200,1188,Gd,1437,0,1437,1,0,1,1,3,1,TA,6,1,TA,Detchd,1999.0,Unf,2,576,TA,Y,304,0,NF,11,2006,168000
669,80.0,11600,Reg,Inside,Crawfor,Norm,1Story,4,5,1922,1950,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,Fa,No,Unf,0,700,700,Ex,1180,0,1180,0,0,1,0,2,1,Fa,5,1,Gd,Detchd,1922.0,Unf,1,252,Fa,Y,0,0,NF,7,2006,137500
670,64.0,8633,Reg,FR2,CollgCr,Norm,2Story,6,5,2005,2005,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,No,GLQ,193,545,738,Ex,738,738,1476,1,0,2,1,3,1,Gd,7,0,NF,Attchd,2005.0,Fin,2,540,TA,Y,100,35,NF,2,2009,173500
671,54.0,6629,Reg,Inside,Edwards,Artery,2Story,6,6,1925,1950,Wd Sdng,Wd Sdng,None,0.0,TA,Gd,BrkTil,TA,No,BLQ,551,121,672,TA,697,672,1369,1,0,2,0,3,1,TA,6,0,NF,Detchd,1930.0,Unf,1,300,TA,Y,147,0,NF,7,2009,103600
672,0.0,11250,IR1,Inside,Veenker,Norm,1Story,6,6,1977,1977,Plywood,Plywood,None,0.0,Gd,TA,CBlock,Gd,No,ALQ,767,441,1208,TA,1208,0,1208,1,0,1,1,3,1,TA,6,1,TA,Attchd,1977.0,RFn,2,546,TA,Y,198,42,NF,6,2006,165000
673,110.0,14442,Reg,Inside,Crawfor,Norm,1Story,6,7,1957,2004,CemntBd,CmentBd,BrkFace,106.0,TA,TA,PConc,TA,No,GLQ,1186,291,1477,Ex,1839,0,1839,1,0,2,0,3,1,Gd,7,2,TA,Attchd,1957.0,Fin,2,416,TA,Y,0,87,NF,6,2007,257500
674,80.0,9200,Reg,Inside,NAmes,Norm,1Story,6,6,1965,1965,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,No,Rec,892,244,1136,TA,1136,0,1136,1,0,1,0,3,1,TA,5,1,Gd,Attchd,1965.0,RFn,1,384,TA,Y,426,0,NF,7,2008,140000
675,24.0,2289,Reg,Inside,NPkVill,Norm,2Story,6,6,1978,1978,Plywood,Brk Cmn,None,0.0,TA,TA,CBlock,TA,No,ALQ,311,544,855,TA,855,586,1441,0,0,2,1,3,1,TA,7,1,TA,Attchd,1978.0,Unf,2,440,TA,Y,28,0,NF,4,2009,148500
676,60.0,9600,Reg,Inside,OldTown,Norm,2Story,4,2,1900,1950,AsbShng,Stucco,None,0.0,TA,TA,BrkTil,TA,No,Unf,0,1095,1095,Fa,1095,679,1774,1,0,2,0,4,2,TA,8,0,NF,2Types,1920.0,Unf,3,779,Fa,N,0,0,NF,5,2006,87000
677,52.0,9022,Reg,Inside,OldTown,Norm,1Story,5,8,1924,2006,VinylSd,VinylSd,None,0.0,Gd,TA,BrkTil,TA,No,Unf,0,768,768,Ex,792,0,792,0,0,1,0,2,1,Gd,5,0,NF,Detchd,1924.0,Unf,1,240,Fa,N,316,0,NF,5,2009,109500
678,80.0,11844,IR1,Inside,StoneBr,Norm,1Story,8,5,2008,2008,VinylSd,VinylSd,Stone,464.0,Gd,TA,PConc,Ex,Mn,Unf,0,2046,2046,Ex,2046,0,2046,0,0,2,1,3,1,Gd,7,1,Gd,Attchd,2008.0,Fin,3,834,TA,Y,322,82,NF,7,2009,372500
679,0.0,9945,IR1,Inside,Sawyer,Norm,1Story,5,5,1961,1961,Wd Sdng,Wd Sdng,BrkFace,57.0,TA,TA,CBlock,TA,No,Rec,827,161,988,TA,988,0,988,1,0,1,0,3,1,TA,5,0,NF,Detchd,1963.0,Unf,2,572,TA,Y,0,0,NF,10,2007,128500
680,50.0,8012,Reg,Inside,SawyerW,Norm,1Story,6,5,1980,1980,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,No,BLQ,543,261,923,TA,923,0,923,0,0,2,0,2,1,TA,5,1,TA,Attchd,1980.0,RFn,1,264,TA,Y,80,0,NF,5,2010,143000
681,55.0,4500,IR2,Inside,SWISU,Norm,1.5Fin,5,5,1932,2000,VinylSd,Stucco,None,0.0,TA,TA,BrkTil,TA,No,Rec,182,611,793,Ex,848,672,1520,0,0,1,0,3,1,TA,6,0,NF,Detchd,1968.0,Unf,1,281,TA,Y,0,0,NF,7,2009,159434
682,0.0,2887,Reg,Inside,ClearCr,Norm,1Story,6,5,1996,1997,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,Gd,Mn,GLQ,1003,288,1291,Ex,1291,0,1291,1,0,1,0,2,1,Gd,6,1,Gd,Attchd,1996.0,Unf,2,431,TA,Y,307,0,NF,11,2008,173000
683,90.0,11248,IR1,Corner,CollgCr,Norm,1Story,9,5,2002,2002,VinylSd,VinylSd,Stone,215.0,Gd,TA,PConc,Gd,Av,GLQ,1059,567,1626,Ex,1668,0,1668,1,0,2,0,3,1,Gd,7,1,TA,Attchd,2002.0,Fin,3,702,TA,Y,257,45,NF,7,2007,285000
684,58.0,16770,IR2,CulDSac,NoRidge,Norm,2Story,7,5,1998,1998,VinylSd,VinylSd,BrkFace,30.0,Gd,TA,PConc,Gd,No,Unf,0,1195,1195,Gd,1195,644,1839,0,0,2,1,4,1,TA,7,0,NF,Attchd,1998.0,Fin,2,486,TA,Y,0,81,NF,6,2010,221000
685,0.0,5062,IR1,CulDSac,StoneBr,Norm,2Story,7,5,1984,1984,HdBoard,HdBoard,None,0.0,Gd,TA,CBlock,Gd,Mn,GLQ,828,180,1190,Gd,1190,900,2090,1,0,2,0,3,1,Gd,6,1,TA,Attchd,1984.0,Fin,2,577,TA,Y,219,0,NF,9,2007,207500
686,84.0,10207,Reg,Inside,Somerst,Norm,2Story,7,6,2007,2007,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,No,Unf,0,874,874,Ex,874,887,1761,0,0,3,0,3,1,Gd,7,0,NF,Attchd,2007.0,Fin,2,578,TA,Y,144,105,NF,8,2007,227875
687,0.0,5105,IR2,FR2,Somerst,Norm,2Story,7,5,2004,2004,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,No,GLQ,239,312,551,Ex,551,551,1102,0,0,2,1,2,1,Gd,4,0,NF,Detchd,2004.0,Unf,2,480,TA,Y,0,60,NF,3,2007,148800
688,60.0,8089,Reg,Inside,StoneBr,Norm,1Story,8,6,2007,2007,MetalSd,MetalSd,BrkFace,0.0,Gd,TA,PConc,Gd,Av,GLQ,945,474,1419,Ex,1419,0,1419,1,0,2,0,2,1,Gd,7,1,Gd,Attchd,2007.0,RFn,2,567,TA,Y,140,0,NF,10,2007,392000
689,61.0,7577,IR1,Corner,NridgHt,Norm,1Story,6,5,2005,2006,VinylSd,VinylSd,Stone,256.0,Gd,TA,PConc,Gd,Av,ALQ,20,1342,1362,Ex,1362,0,1362,0,0,2,0,2,1,Gd,6,1,Gd,Attchd,2005.0,RFn,2,460,TA,Y,192,28,NF,6,2007,194700
690,0.0,4426,Reg,Inside,CollgCr,Norm,1Story,6,5,2004,2004,VinylSd,VinylSd,BrkFace,147.0,Gd,TA,PConc,Gd,Gd,GLQ,697,151,848,Ex,848,0,848,1,0,1,0,1,1,Gd,3,1,TA,Attchd,2004.0,RFn,2,420,TA,Y,149,0,NF,5,2008,141000
692,42.0,26178,IR1,Inside,Timber,Norm,2Story,7,5,1989,1990,MetalSd,MetalSd,BrkFace,293.0,Gd,TA,PConc,Gd,Gd,GLQ,965,245,1210,Ex,1238,1281,2519,1,0,2,1,4,1,Gd,9,2,Gd,Attchd,1989.0,RFn,2,628,TA,Y,320,27,NF,4,2006,335000
693,60.0,5400,Reg,Corner,OldTown,Norm,1Story,5,6,1921,1968,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,No,Unf,0,1073,1073,Ex,1073,0,1073,0,0,1,0,2,1,TA,4,0,NF,Detchd,1968.0,Unf,1,326,TA,Y,0,0,NF,12,2006,108480
694,51.0,6120,Reg,Corner,BrkSide,Norm,1.5Fin,5,6,1936,1950,Wd Sdng,Wd Sdng,None,0.0,TA,Fa,BrkTil,TA,No,Unf,0,927,927,TA,1067,472,1539,0,0,1,1,3,1,TA,5,0,NF,Detchd,1995.0,Unf,2,576,TA,Y,112,0,MnPrv,4,2009,141500
695,54.0,13811,IR1,Inside,Timber,Norm,1Story,6,6,1987,1987,HdBoard,HdBoard,BrkFace,72.0,TA,TA,CBlock,Gd,No,GLQ,980,92,1112,Gd,1137,0,1137,1,0,2,0,2,1,Gd,5,1,TA,Attchd,1987.0,Unf,2,551,TA,Y,125,0,NF,7,2006,176000
696,50.0,6000,Reg,Inside,BrkSide,Norm,1Story,5,7,1921,1950,Wd Sdng,Wd Shng,None,0.0,TA,TA,CBlock,TA,No,LwQ,616,0,616,Gd,616,0,616,0,0,1,0,2,1,TA,4,0,NF,Detchd,1921.0,Unf,1,205,TA,Y,0,0,NF,6,2006,89000
697,57.0,6420,IR1,Inside,Edwards,Norm,1Story,5,7,1952,1952,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,Ex,Mn,LwQ,210,219,980,Fa,1148,0,1148,0,1,1,0,2,1,TA,6,0,NF,Detchd,1952.0,Unf,1,308,TA,Y,0,0,NF,9,2006,123500
698,65.0,8450,Reg,Inside,Sawyer,RRAe,1Story,5,8,1965,2009,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,No,GLQ,553,224,894,Ex,894,0,894,1,0,1,0,3,1,TA,5,1,Gd,Detchd,1973.0,Unf,1,336,TA,Y,416,144,MnPrv,4,2010,138500
699,59.0,4282,IR2,Inside,Somerst,Norm,1Story,7,5,2004,2004,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,Mn,GLQ,16,1375,1391,Ex,1391,0,1391,0,0,2,0,2,1,Gd,5,0,NF,Attchd,2004.0,RFn,2,530,TA,Y,156,158,NF,7,2008,196000
700,85.0,14331,Reg,Inside,Timber,Norm,1Story,8,5,2002,2002,VinylSd,VinylSd,BrkFace,630.0,Gd,TA,PConc,Ex,Gd,GLQ,1274,526,1800,Ex,1800,0,1800,1,0,2,0,3,1,Gd,7,1,Gd,Attchd,2002.0,Fin,3,765,TA,Y,270,78,NF,5,2006,312500
701,80.0,9600,Reg,Inside,NWAmes,Norm,1Story,7,5,1969,1969,HdBoard,HdBoard,BrkFace,168.0,TA,TA,CBlock,TA,No,Unf,0,1164,1164,TA,1164,0,1164,0,0,1,1,3,1,TA,6,0,NF,Attchd,1969.0,Unf,2,528,TA,Y,0,0,NF,7,2006,140000
702,82.0,12438,IR1,Inside,StoneBr,Norm,2Story,8,5,2006,2006,VinylSd,VinylSd,BrkFace,466.0,Ex,TA,PConc,Ex,No,Unf,0,1234,1234,Ex,1264,1312,2576,0,0,2,1,4,1,Ex,10,1,Gd,BuiltIn,2006.0,Fin,3,666,TA,Y,324,100,NF,7,2006,361919
703,76.0,7630,Reg,Inside,OldTown,Feedr,2Story,5,9,1900,1996,Wd Sdng,Wd Sdng,None,0.0,TA,Gd,BrkTil,Gd,No,Unf,0,360,360,Gd,1032,780,1812,0,0,2,0,4,2,Gd,8,1,Po,Detchd,1999.0,Unf,2,672,TA,N,344,0,MnPrv,5,2010,140000
704,70.0,8400,Reg,Inside,CollgCr,Norm,1Story,7,5,2004,2005,VinylSd,VinylSd,BrkFace,109.0,Gd,TA,PConc,Gd,Av,GLQ,712,761,1473,Ex,1484,0,1484,1,0,2,0,3,1,Gd,7,0,NF,Attchd,2004.0,RFn,2,606,TA,Y,0,35,NF,5,2010,213000
705,70.0,5600,Reg,Inside,IDOTRR,Norm,2Story,4,5,1930,1950,VinylSd,Wd Shng,None,0.0,Fa,Fa,Slab,NB,NB,NB,0,0,0,Fa,372,720,1092,0,0,2,0,3,2,Fa,7,0,NF,NG,1978.3685393258427,NG,0,0,NG,N,0,0,NF,7,2010,55000
707,48.0,6240,Reg,Inside,NridgHt,Norm,1Story,8,5,2006,2006,MetalSd,MetalSd,BrkFace,176.0,Gd,TA,PConc,Gd,No,GLQ,863,461,1324,Ex,1324,0,1324,1,0,2,0,2,1,Gd,6,1,Gd,Attchd,2006.0,Fin,2,550,TA,Y,192,38,NF,12,2009,254000
708,65.0,9018,IR1,Inside,Gilbert,Norm,2Story,7,5,2007,2007,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,Av,Unf,0,728,728,Ex,728,728,1456,0,0,2,1,3,1,Gd,8,1,Gd,Attchd,2007.0,Fin,2,400,TA,Y,100,24,NF,7,2007,179540
709,0.0,7162,IR1,Inside,Sawyer,Norm,1Story,5,7,1966,1966,HdBoard,HdBoard,BrkCmn,41.0,TA,TA,PConc,TA,No,Unf,0,876,876,TA,904,0,904,0,0,1,0,3,1,TA,6,0,NF,Attchd,1966.0,Unf,1,408,TA,Y,0,0,MnPrv,12,2008,109900
710,56.0,4130,IR1,Inside,BrkSide,Norm,1Story,3,6,1935,2003,VinylSd,VinylSd,None,0.0,Gd,TA,CBlock,TA,No,Unf,0,270,270,Gd,729,0,729,0,0,1,0,2,1,TA,5,0,NF,NG,1978.3685393258427,NG,0,0,NG,N,0,0,NF,7,2008,52000
711,66.0,8712,Reg,Inside,IDOTRR,Norm,1.5Fin,4,7,1900,1950,MetalSd,MetalSd,None,0.0,TA,TA,Stone,TA,Mn,Unf,0,859,859,Gd,859,319,1178,0,0,1,0,2,1,TA,7,0,NF,Detchd,1964.0,RFn,1,384,TA,N,68,0,NF,1,2010,102776
712,40.0,4671,IR1,Inside,StoneBr,Norm,1Story,8,5,1988,1989,HdBoard,HdBoard,None,0.0,Gd,TA,PConc,Gd,Mn,GLQ,767,461,1228,Gd,1228,0,1228,1,0,2,0,2,1,Gd,5,1,Gd,Attchd,1988.0,Fin,2,472,TA,Y,168,120,NF,10,2008,189000
714,0.0,13517,IR1,CulDSac,Sawyer,RRAe,2Story,6,8,1976,2005,HdBoard,Plywood,BrkFace,289.0,Gd,TA,CBlock,TA,No,GLQ,533,192,725,Ex,725,754,1479,0,0,2,1,3,1,Gd,6,0,NF,Attchd,1976.0,RFn,2,475,TA,Y,0,44,NF,3,2010,130500
715,78.0,10140,Reg,Inside,NWAmes,Norm,1Story,6,5,1974,1974,HdBoard,HdBoard,BrkFace,174.0,TA,TA,CBlock,Gd,No,Unf,0,1064,1064,TA,1350,0,1350,0,0,2,0,3,1,TA,7,1,TA,Attchd,1974.0,RFn,2,478,TA,Y,0,0,MnPrv,8,2009,165000
716,60.0,10800,Reg,Inside,OldTown,Norm,2Story,7,8,1890,1998,Wd Sdng,VinylSd,None,0.0,TA,Gd,BrkTil,TA,No,Unf,0,718,718,Ex,1576,978,2554,0,0,1,1,3,1,TA,8,0,NF,Detchd,1996.0,Unf,2,704,TA,P,0,48,NF,7,2007,159500
717,80.0,10000,Reg,Inside,NWAmes,Norm,1Story,5,6,1973,2000,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Gd,No,BLQ,1084,92,1176,Gd,1178,0,1178,0,1,1,1,3,1,Gd,5,1,Fa,Attchd,1973.0,Unf,2,439,TA,Y,224,0,MnPrv,11,2008,157000
718,96.0,10542,Reg,Inside,NoRidge,Norm,2Story,7,5,1993,1994,Wd Sdng,ImStucc,BrkFace,651.0,Gd,TA,PConc,Gd,Gd,GLQ,1173,138,1311,Ex,1325,1093,2418,1,0,2,1,3,1,Gd,9,1,TA,Attchd,1993.0,RFn,3,983,TA,Y,250,154,NF,8,2008,341000
719,69.0,9920,IR1,Inside,CollgCr,Norm,1Story,5,6,1969,1969,HdBoard,Plywood,None,0.0,TA,TA,CBlock,Gd,Gd,ALQ,523,448,971,TA,971,0,971,0,0,1,1,3,1,TA,5,1,Po,Attchd,1969.0,Unf,1,300,TA,Y,0,0,NF,5,2006,128500
720,0.0,6563,IR1,CulDSac,StoneBr,Norm,1Story,8,5,1985,1985,HdBoard,HdBoard,None,0.0,Gd,TA,PConc,Gd,Gd,GLQ,1148,594,1742,TA,1742,0,1742,1,0,2,0,2,1,Gd,5,1,TA,Attchd,1985.0,RFn,2,564,TA,Y,114,28,NF,12,2006,275000
721,0.0,4426,Reg,Inside,CollgCr,Norm,1Story,6,5,2004,2004,VinylSd,VinylSd,BrkFace,169.0,Gd,TA,PConc,Gd,Av,GLQ,662,186,848,Ex,848,0,848,1,0,1,0,1,1,Gd,3,0,NF,Attchd,2004.0,RFn,2,420,TA,Y,160,0,NF,5,2010,143000
722,70.0,8120,Reg,Inside,NAmes,Norm,1Story,4,7,1970,1970,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,No,ALQ,191,673,864,Ex,864,0,864,0,0,1,0,3,1,TA,5,0,NF,Detchd,1994.0,Unf,2,463,TA,Y,0,0,NF,7,2009,124500
723,60.0,8172,Reg,Inside,Edwards,Norm,1.5Fin,4,6,1954,1972,MetalSd,MetalSd,None,0.0,TA,TA,PConc,TA,No,Unf,0,941,941,Ex,997,473,1470,0,0,2,0,4,1,TA,7,0,NF,Detchd,1958.0,Unf,1,548,TA,Y,0,0,NF,5,2008,135000
724,86.0,13286,IR1,Inside,Edwards,Norm,1Story,9,5,2007,2008,CemntBd,CmentBd,Stone,340.0,Ex,TA,PConc,Ex,No,GLQ,1234,464,1698,Ex,1698,0,1698,1,0,2,0,3,1,Ex,8,1,Gd,Attchd,2007.0,Fin,3,768,TA,Y,327,64,NF,2,2009,320000
725,60.0,6960,Reg,Inside,NAmes,Norm,1Story,4,6,1970,1970,HdBoard,Plywood,None,0.0,TA,TA,CBlock,TA,No,ALQ,375,250,864,TA,864,0,864,0,0,1,0,3,1,Gd,5,0,NF,Detchd,1989.0,Unf,2,660,TA,Y,96,0,NF,11,2009,120500
726,0.0,21695,IR1,Corner,Crawfor,Norm,1Story,6,9,1988,2007,Wd Sdng,Plywood,BrkFace,260.0,Gd,Gd,CBlock,Gd,No,GLQ,808,72,880,Ex,1680,0,1680,1,0,2,0,3,1,Gd,5,1,Gd,Attchd,1988.0,Fin,2,540,TA,Y,292,44,NF,12,2009,222000
727,64.0,7314,Reg,Inside,CollgCr,Norm,1Story,7,5,2007,2007,VinylSd,VinylSd,Stone,82.0,Gd,TA,PConc,Gd,Av,GLQ,724,508,1232,Ex,1232,0,1232,1,0,2,0,2,1,Gd,6,0,NF,Attchd,2007.0,RFn,2,632,TA,Y,132,0,NF,2,2009,194500
728,85.0,11475,Reg,Corner,NAmes,Norm,1Story,5,5,1958,1958,VinylSd,VinylSd,BrkFace,95.0,TA,TA,CBlock,TA,No,Unf,0,1584,1584,TA,1776,0,1776,1,0,2,0,4,2,TA,9,0,NF,Detchd,1968.0,Unf,3,888,TA,Y,0,25,NF,7,2009,110000
729,52.0,6240,Reg,Inside,IDOTRR,Norm,1.5Fin,4,5,1925,1950,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,No,BLQ,152,628,780,TA,848,0,1208,0,0,1,0,2,1,TA,5,0,NF,Detchd,1962.0,Unf,2,539,TA,Y,0,23,NF,1,2009,103000
730,39.0,5389,IR1,Inside,StoneBr,Norm,1Story,8,5,1995,1996,CemntBd,CmentBd,None,0.0,Gd,TA,PConc,Gd,No,GLQ,1180,415,1595,Ex,1616,0,1616,1,0,2,0,2,1,Gd,5,1,TA,Attchd,1995.0,RFn,2,608,TA,Y,237,152,NF,3,2010,236500
731,73.0,9590,IR1,Corner,Timber,Norm,SLvl,7,5,2003,2003,VinylSd,VinylSd,BrkFace,442.0,Gd,TA,PConc,Ex,Av,GLQ,786,82,868,Ex,1146,0,1146,1,0,2,0,3,1,Gd,6,1,Gd,Attchd,2003.0,Fin,2,438,TA,Y,160,22,NF,5,2007,187500
732,75.0,11404,IR1,Inside,CollgCr,Norm,2Story,7,5,1998,1999,VinylSd,VinylSd,BrkFace,202.0,Gd,TA,PConc,Gd,Av,ALQ,252,901,1153,Ex,1153,878,2031,0,0,2,1,3,1,Gd,8,1,TA,Attchd,1998.0,Fin,2,541,TA,Y,192,84,NF,7,2008,222500
733,80.0,10000,Reg,Corner,Sawyer,Feedr,1Story,5,6,1961,1983,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,No,BLQ,594,270,864,Ex,1144,0,1144,1,0,1,0,3,1,TA,6,1,TA,Attchd,1961.0,RFn,1,264,TA,Y,165,0,GdWo,3,2009,131400
734,0.0,8978,IR1,Corner,Sawyer,Norm,1Story,5,5,1968,1968,Plywood,Plywood,None,0.0,TA,TA,PConc,TA,No,Unf,0,948,948,TA,948,0,948,0,0,1,0,3,1,TA,6,0,NF,Attchd,1968.0,Unf,1,300,TA,Y,147,0,NF,5,2007,108000
736,60.0,8544,Reg,Inside,NAmes,Norm,1Story,3,4,1950,1950,Stucco,Stone,None,0.0,TA,TA,CBlock,NB,NB,NB,0,0,0,Gd,1040,0,1040,0,0,2,0,2,2,TA,6,0,NF,Detchd,1949.0,Unf,2,400,TA,Y,0,0,NF,7,2006,93500
737,72.0,10463,IR1,CulDSac,Gilbert,Norm,2Story,8,5,2005,2005,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,No,Unf,0,893,893,Ex,901,900,1801,0,0,2,1,3,1,Gd,8,1,Gd,Attchd,2005.0,Fin,3,800,TA,Y,0,116,NF,6,2006,239900
738,60.0,10800,Reg,Inside,Edwards,Norm,1Story,5,5,1987,1988,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,Gd,GLQ,1200,0,1200,TA,1200,0,1200,3,0,3,0,3,1,TA,5,0,NF,NG,1978.3685393258427,NG,0,0,NG,Y,120,0,NF,3,2009,179000
739,65.0,9313,IR1,Inside,CollgCr,Norm,2Story,7,5,2004,2004,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,No,Unf,0,864,864,Ex,864,864,1728,0,0,2,1,3,1,Gd,7,0,NF,Attchd,2004.0,RFn,2,572,TA,Y,187,56,NF,4,2009,190000
740,60.0,9600,Reg,Inside,OldTown,Norm,2Story,5,7,1910,2002,Wd Sdng,Wd Shng,None,0.0,TA,Gd,BrkTil,Fa,No,Unf,0,264,264,Ex,768,664,1432,0,0,2,0,2,1,TA,7,0,NF,Detchd,1910.0,Unf,2,360,Gd,Y,270,0,GdPrv,5,2007,132000
741,65.0,6768,IR1,Inside,Sawyer,Feedr,1Story,6,8,1961,1996,HdBoard,HdBoard,None,0.0,TA,Gd,CBlock,TA,Mn,GLQ,832,80,912,Gd,912,0,912,1,1,1,0,3,1,Gd,5,0,NF,Detchd,1962.0,Unf,1,288,TA,Y,168,0,GdPrv,5,2008,142000
742,65.0,8450,Reg,Inside,SawyerW,Norm,1Story,7,5,2000,2001,VinylSd,VinylSd,BrkFace,108.0,TA,TA,PConc,Gd,No,Unf,0,1349,1349,Ex,1349,0,1349,0,0,2,0,3,1,TA,6,0,NF,Attchd,2000.0,Unf,2,539,TA,Y,120,55,GdPrv,12,2007,179000
743,70.0,12886,IR1,Inside,Sawyer,Norm,SLvl,5,6,1963,1999,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Gd,Av,ALQ,444,76,520,Ex,1464,0,1464,0,1,2,0,3,1,TA,6,1,TA,Attchd,1997.0,RFn,2,480,TA,Y,302,0,NF,10,2009,175000
744,41.0,5395,IR1,Inside,StoneBr,Norm,1Story,8,5,1993,1993,HdBoard,HdBoard,None,0.0,Gd,TA,PConc,Gd,No,GLQ,733,604,1337,Gd,1337,0,1337,1,0,2,0,2,1,Gd,5,1,TA,Attchd,1993.0,RFn,2,462,TA,Y,96,0,NF,10,2008,180000
745,0.0,8963,IR1,Inside,NWAmes,Norm,2Story,8,9,1976,1996,VinylSd,VinylSd,BrkFace,289.0,Ex,Gd,CBlock,TA,No,GLQ,575,487,1142,Ex,1175,1540,2715,0,1,3,1,4,1,Gd,11,2,TA,BuiltIn,1994.0,Fin,2,831,TA,Y,0,204,NF,7,2008,299800
746,0.0,8795,IR1,Inside,Gilbert,Norm,2Story,7,5,2000,2000,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,No,GLQ,300,652,952,Ex,980,1276,2256,0,0,2,1,4,1,Gd,8,1,TA,BuiltIn,2000.0,Fin,2,554,TA,Y,224,54,NF,4,2009,236000
747,65.0,11700,IR1,Corner,OldTown,Norm,2Story,7,7,1880,2003,Stucco,Stucco,None,0.0,Gd,TA,Stone,TA,No,Unf,0,1240,1240,TA,1320,1320,2640,0,0,1,1,4,1,Gd,8,1,Gd,Detchd,1950.0,Unf,4,864,TA,N,181,0,NF,5,2009,265979
748,59.0,10593,IR1,Inside,NoRidge,Norm,1Story,7,5,1996,1996,VinylSd,VinylSd,BrkFace,338.0,Gd,TA,PConc,Gd,No,GLQ,919,801,1720,Ex,1720,0,1720,1,0,2,0,3,1,Gd,7,1,TA,Attchd,1996.0,Fin,2,527,TA,Y,240,56,NF,3,2010,260400
749,50.0,8405,Reg,Inside,Edwards,Norm,1.5Fin,4,3,1945,1950,WdShing,Wd Shng,None,0.0,TA,TA,Slab,NB,NB,NB,0,0,0,TA,1088,441,1529,0,0,2,0,4,1,TA,9,0,NF,Detchd,1945.0,Unf,1,240,TA,N,92,0,NF,4,2009,98000
750,55.0,8800,Reg,Corner,OldTown,Norm,1.5Fin,4,7,1910,2004,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,No,Unf,0,576,576,Gd,792,348,1140,0,0,1,0,3,1,TA,7,0,NF,NG,1978.3685393258427,NG,0,0,NG,N,0,160,NF,6,2010,96500
751,0.0,7750,Reg,Inside,Gilbert,RRAn,2Story,7,5,2003,2003,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,No,Unf,0,660,660,Ex,660,660,1320,0,0,2,1,3,1,Gd,6,0,NF,Attchd,2003.0,Fin,2,400,TA,Y,0,48,NF,8,2007,162000
752,79.0,9236,IR1,Inside,CollgCr,Norm,1Story,6,5,1997,1997,VinylSd,VinylSd,None,0.0,TA,Gd,PConc,Gd,Gd,GLQ,1200,279,1479,Ex,1494,0,1494,1,0,2,0,3,1,Gd,6,0,NF,Attchd,1997.0,RFn,2,576,TA,Y,168,27,NF,7,2006,217000
753,80.0,10240,Reg,Inside,NridgHt,Norm,2Story,8,5,2005,2005,VinylSd,VinylSd,BrkFace,178.0,Gd,TA,PConc,Gd,Mn,Unf,0,1030,1030,Gd,1038,1060,2098,0,0,2,1,3,1,Ex,8,1,Gd,Attchd,2005.0,RFn,3,878,TA,Y,192,52,NF,3,2006,275500
